Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,point,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District
Q,Partially Locked,06/19/2020 01:55:05 PM,Q300A1,Q300A1,,Reopened,false,Not Applicable,Peck Ave. bet. 61 Rd. and 67 Ave.,Holy Cow Playground,POINT (-73.77623262469093 40.74118837025069),Adults Allowed,Q300A1-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 01:54:25 PM,408,Q-08
Q,Completely Locked,06/22/2020 06:27:04 PM,Q218,Q218,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"28 St., Crescent St. bet. 37 Ave. and 36 Ave.",Dutch Kills Playground,POINT (-73.93303856113954 40.75779875775367),Adults Allowed,Q218-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
R,Completely Locked,06/22/2020 04:49:00 PM,R086,R086,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Jersey St., Crescent Ave., Layton Ave., Beechwood Ave.",Davis Playground,POINT (-74.08525044954938 40.642480739319076),Adults Allowed,R086-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,501,R-01
X,Completely Locked,06/22/2020 10:35:28 AM,X175,X175,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Bailey Ave. bet. W. Kingsbrodge Rd. and W. 193 St.,Riverbend Playground,POINT (-73.90598536762948 40.87186236872236),Adults Allowed,X175-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,207,X-07
M,Partially Locked,06/22/2020 10:50:18 AM,M077,M077-02,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 133 St & St Nicholas Ave,St Nicholas,POINT (-73.94916843474168 40.815346780709085),Adults Allowed,M077-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-09
B,Completely Locked,06/22/2020 03:29:41 PM,B152,B152,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Ft. Hamilton Pkwy. bet. 52 St. and 53 St.,Rappaport Playground,POINT (-74.00111401126908 40.637167677209135),Adults Allowed,B152-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,312,B-12
B,Completely Locked,06/22/2020 03:24:36 PM,B223NA,B223NA,,Reopened,,,,Classon Playground,POINT (-73.96206992891585 40.69907078863519),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
X,Completely Locked,06/22/2020 10:22:59 AM,X252,X252,,Reopened,false,Not Applicable,Washington to Bathgate Av bet. W 181 St and E 183 St,Bathgate Playground,POINT (-73.894396385697 40.852171053584684),Adults Allowed,X252-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,206,X-06
M,Completely Locked,06/22/2020 03:32:35 PM,M071,M071-37,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"W 112-113 Sts, Riverside Dr",Tot Lot One Hundred And Twelve,POINT (-73.9680482193995 40.80621797631117),Unknown,M071-CPA-0011,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-14
Q,Completely Locked,06/25/2020 11:30:04 AM,Q099,Q099-16,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,W/s Of Meadow Lake & G C Pkwy,Jurassic Playground,POINT (-73.84369483382643 40.73527085222184),Unknown,Q099-CPA-0003,03/31/2020 07:11:11 PM,06/25/2020 11:30:03 AM,481,Q-15
M,Completely Locked,06/22/2020 11:12:31 AM,M010,M010-059,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,72 St & East Green,East 72nd St Plgd,POINT (-73.967876678849 40.77203907510168),Unknown,M010-CPA-0003,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
Q,Not Lockable,06/22/2020 04:26:53 PM,Q048,Q048-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,34 Ave & Vernon Blvd,Rainey Park Playground,POINT (-73.94136983303204 40.76566329538724),Adults not allowed in some locations,Q048-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
M,Completely Locked,06/22/2020 04:33:05 PM,M056,M056-02,,Reopened,false,Not Applicable,W 117 St & Morningside Ave,Morningside Plgd,POINT (-73.95831074188884 40.80605336274242),Adults not allowed in some locations,M056-CPA-0005,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-09
Q,Partially Locked,06/22/2020 01:11:37 PM,Q221,Q221,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,73 Ave. bet. 195 St. and 196 Pl.,Farm Playground,POINT (-73.77762226862761 40.73629242629045),Adults Allowed,Q221-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,408,Q-08
M,Partially Locked,06/22/2020 12:53:41 PM,M211A,M211A,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W/s 7 Ave. bet. W. 127 St. and W. 129 St.,St. Nicholas Playground South,POINT (-73.94743122725458 40.810840272788965),Adults Allowed,M211A-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
X,Not Lockable,06/22/2020 10:41:23 AM,X055,X055,,Reopened,false,Not Applicable,"Manhattan College Pkwy, Dash Pl, Greysto",Brust Park,POINT (-73.90513359900662 40.889943181518575),Adults not allowed in some locations,X055-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,208,X-08
Q,Completely Locked,06/21/2020 06:41:49 PM,Q002,Q002,,Reopened,false,Not Applicable,Stanhope St. bet. Fairvier Ave. and Grandview Ave.,Grover Cleveland Playground,POINT (-73.91102624088246 40.711458779117294),Adults not allowed in some locations,Q002-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:00:00 AM,405,Q-05
X,Completely Locked,07/06/2020 12:48:43 PM,X148C7,X148C7,,Reopened,,,S/s Cross Bronx Exwy bet. Townsend Av and Jerome Av,Jerome Playground South,POINT (-73.91400243035305 40.844802711483624),,,03/31/2020 07:11:11 PM,07/06/2020 12:00:00 AM,204,X-04
B,Completely Locked,06/22/2020 04:40:11 PM,B301,B301,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Greene Ave. bet. Waverly Ave. and Washington Ave.,Greene Playground,POINT (-73.96576227442777 40.686363214467626),Adults Allowed,B301-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
M,Completely Locked,06/22/2020 04:15:19 PM,M052,M052-02,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,E 25 St & Madison Ave,Madison Square Park,POINT (-73.98733343362774 40.74257706384666),Adults not allowed in some locations,M052-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,105,M-05
M,Completely Locked,06/22/2020 03:27:46 PM,M071,M071-13,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W 91 St & Riverside Dr,Hippo Plgd,POINT (-73.97820891682592 40.79305862164381),Unknown,M071-CPA-0006,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,107,M-14
M,Completely Locked,06/22/2020 04:36:53 PM,M285,M285,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Lexington Ave. bet. E. 122 St. and 123 St.,Dr. Ronald E. McNair Playground,POINT (-73.93798001089854 40.802674888284784),Adults Allowed,M285-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,111,M-11
Q,Completely Locked,06/21/2020 06:55:59 PM,Q357B01,Q357B01,,Reopened,,,"Horace Harding Exwy. Sr. Rd. S., 62 Ave. bet. 102 St. and Yellowstone Blvd.",Barrier Playground,POINT (-73.8549336173634 40.73626992174455),,,03/31/2020 07:11:11 PM,06/21/2020 09:45:00 AM,406,Q-06
Q,Partially Locked,06/19/2020 01:55:42 PM,Q344,Q344,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Jewel Ave., 71 Ave. bet. 163 St. and 164 St.",Emerald Playground,POINT (-73.80600851773762 40.730732919560374),Adults Allowed,Q344-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 01:55:40 PM,408,Q-08
R,Completely Locked,06/22/2020 05:17:29 PM,R061,R061,,UnderConstruction,false,Not Applicable,"Tompkins Ave., Broad St. and Hill St.",Stapleton Playground,POINT (-74.0792308249914 40.62272205799715),Unknown,R061-CPA-0001,03/31/2020 07:11:11 PM,,501,R-01
Q,Completely Locked,06/23/2020 12:29:29 PM,Q397,Q397,,Reopened,false,Not Applicable,"171 St., 172 St. bet. 33 Ave. and 35 Ave.",Auburndale Playground,POINT (-73.79420398419514 40.76601297458905),Adults Allowed,Q397-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:29:28 PM,407,Q-07
M,Completely Locked,06/19/2020 10:04:08 AM,M082,M082,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Canal St, Essex St, Jefferson St and E Broadway",Seward Park,POINT (-73.989670261156 40.71465843708582),Adults Allowed,M082-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
X,Not Lockable,06/22/2020 10:08:55 AM,X010,X010-02,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Crotona N Bet Marmion, Prospect",Prospect Park (2),POINT (-73.89170472588789 40.84042651928056),Adults not allowed in some locations,X010-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
Q,Partially Locked,06/22/2020 01:16:12 PM,Q053,Q053,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,88 Ave. to 89 Ave. at 90 St.,Equity Playground,POINT (-73.85341614756797 40.69172378651618),Adults Allowed,Q053-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,409,Q-09
X,Completely Locked,06/22/2020 11:02:05 AM,X151,X151,,Reopened,false,Not Applicable,Olmstead Ave. bet. Turnbull Ave. and Lafayetter Ave.,P.O. Serrano Playground,POINT (-73.85026050769126 40.82365434421451),Adults not allowed in some locations,X151-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
B,Completely Locked,06/22/2020 04:15:01 PM,B277,B277,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Bath Ave. between Bay 22 St. and Bay 23 St.,Benson Playground,POINT (-74.00235001717002 40.60217127095784),Adults Allowed,B277-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,311,B-11
B,Completely Locked,06/24/2020 10:49:36 AM,B362,B362,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Chester St. to Bristol St. between Sutter Ave. and Pitkin Ave.,Chester Playground,POINT (-73.91219217552003 40.66877795615999),Adults Allowed,B362-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,316,B-16
M,Completely Locked,06/22/2020 01:08:13 PM,M148,M148,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,E. 105 St. To E. 106 St. bet. Lexington Ave. and 3 Ave.,White Playground,POINT (-73.94598801151152 40.791505381663264),Adults Allowed,M148-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-11
Q,Completely Locked,06/19/2020 10:42:13 AM,Q015,Q015-05,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Myrtle Ave, Woodhaven Blvd",Greenhouse Playground,POINT (-73.85604167409724 40.701273103439384),Unknown,Q015-CPA-0003,03/31/2020 07:11:11 PM,06/19/2020 10:42:10 AM,482,Q-16
B,Completely Locked,06/22/2020 02:28:32 PM,B131,B131,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Arberdeen St., Furman Ave. north of Bushwick Ave.",Rudd Playground,POINT (-73.90523408122806 40.68335206662396),Adults Allowed,B131-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,304,B-04
Q,Completely Locked,06/21/2020 06:55:59 PM,Q377,Q377,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Yellowstone Bl bet. 62 Av and 62 Rd,Playground Sixty Two LXII,POINT (-73.85244195731984 40.736204163491195),Adults Allowed,Q377-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:45:00 AM,406,Q-06
X,Completely Locked,06/22/2020 09:48:44 AM,X148A2,X148A2,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Plimpton Ave. bet. W. 172 St. and  Edward L Grant Hwy.,Plimpton Playground,POINT (-73.92246746319363 40.84394090683236),Adults Allowed,X148A2-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,204,X-04
B,Completely Locked,06/22/2020 04:37:15 PM,B021,B021-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Nassau St, Flushing Ave, Navy St, N. Elliot Pl",Commodore Barry Park Playground,POINT (-73.97872566021009 40.69774139931239),Adults Allowed,B021-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
Q,Partially Locked,06/23/2020 09:23:48 AM,Q363,Q363,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Northern Blvd. bet. 93 St. and 94 St.,Northern Playground,POINT (-73.8743755648361 40.75627921904649),Adults Allowed,Q363-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 09:23:45 AM,403,Q-03
B,Not Lockable,06/22/2020 03:35:50 PM,B357,B357,,Reopened,false,Not Applicable,Montgomery St. between Franklin Ave. and McKeever Pl.,Jackie Robinson Playground,POINT (-73.95905634494166 40.66596532683955),Adults Allowed,B357-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,309,B-09
M,Completely Locked,06/19/2020 10:05:15 AM,M270,M270,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Szold Pl., E. 10 St., Ave. D",Dry Dock Playground,POINT (-73.97540213966661 40.725601422821526),Adults Allowed,M270-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
B,Completely Locked,06/23/2020 10:01:04 AM,B088,B088-02,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,N/o Greene Ave,Herbert Von King Park,POINT (-73.94588462732864 40.68955149913746),Adults Allowed,B088-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
Q,Completely Locked,06/23/2020 11:02:44 AM,Q120,Q120,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,179 Pl. bet. 90 Ave. and Jamaica Ave.,Harvard Playground,POINT (-73.78167353163634 40.70936950904934),Adults Allowed,Q120-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:00:00 AM,412,Q-12
B,Completely Locked,06/22/2020 03:18:53 PM,B264,B264,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Lee Ave. between Wilson St. and Taylor St.,Roebling Playground,POINT (-73.96228234059411 40.706112517254326),Adults Allowed,B264-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
B,Completely Locked,06/22/2020 03:45:07 PM,B251,B251-04,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Falmouth St & Oriental Ave,Pat Parlato Plgd,POINT (-73.94673389881325 40.57704542392992),Unknown,B251-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
X,Completely Locked,06/22/2020 10:35:54 AM,X020,X020,,Reopened,false,Not Applicable,Jerome Park Resevoir and Sedgwick Av bet. W,Fort Independence Playground,POINT (-73.89603138416986 40.88164642284838),Adults Allowed,X020-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,208,X-08
X,Completely Locked,06/22/2020 10:22:15 AM,X108,X108,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 182 St bet. Belmont Av and Croton Av,Belmont Playground,POINT (-73.88776028737885 40.85064295081136),Adults Allowed,X108-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,206,X-06
B,Completely Locked,06/22/2020 01:08:16 PM,B325,B325,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Fulton St. between Saratoga Ave. and Hopkinson Ave.,Fish Playground,POINT (-73.91417866641626 40.67809769503262),Adults Allowed,B325-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
M,Partially Locked,07/07/2020 02:55:39 PM,M200,M200,true,Reopened,,,,Booker T. Washington Playground,POINT (-73.96399622921041 40.801147899110724),,,03/31/2020 07:11:11 PM,07/06/2020 12:00:00 AM,107,M-07
Q,Partially Locked,06/21/2020 04:56:36 PM,Q007,Q007-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Beach 32 St & Beach Channel Drive,Bayswater Playground,POINT (-73.76695908781078 40.59885263800302),Unknown,Q007-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 04:56:33 PM,414,Q-14
M,Completely Locked,06/22/2020 11:10:37 AM,M010,M010-195,,Reopened,true,Level 1: Playgrounds for All Children,100 St & 5th Ave,Bendheim Plgd,POINT (-73.95445939998613 40.79034886229939),Unknown,M010-CPA-0016,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
M,Completely Locked,06/22/2020 05:25:14 PM,M258,M258,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"FDR Dr., E. 106 St. To E. 107 St.",East River Playground,POINT (-73.93791758069295 40.789179753233),Adults Allowed,M258-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-15
B,Partially Locked,06/22/2020 02:30:28 PM,B049,B049,,Reopened,false,Not Applicable,"Wilson Ave., Knickerbocker Ave., bet. Halsey St. and Weirfield St.",Irving Square Park,POINT (-73.90871643992195 40.692981736794835),Adults not allowed in some locations,B049-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,304,B-04
M,Completely Locked,06/22/2020 12:55:27 PM,M217,M217,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"W. 135 St. To W. 136 St., Lenox Ave. To 5 Ave.",Howard Bennett Playground,POINT (-73.9391473104133 40.81381910619399),Adults Allowed,M217-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
X,Not Lockable,07/06/2020 12:51:06 PM,X264,X264,true,Reopened,,,,Fields of Dream Park,POINT (-73.89228216705226 40.82658400095693),,,03/31/2020 07:11:11 PM,07/06/2020 12:00:00 AM,202,X-02
M,Completely Locked,06/22/2020 11:49:32 AM,M037,M037-08,,Reopened,false,Not Applicable,Edgecombe Ave. Between 155 St & 157 St,Coogan's Bluff Playground,POINT (-73.94000696247268 40.83163182431649),Adults not allowed in some locations,M037-CPA-0004,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,112,M-12A
X,Not Lockable,06/22/2020 11:14:29 AM,X196,X196-02,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Ely & Burke Aves,Haffen Park Playground,POINT (-73.83888510220771 40.87337069157633),Adults not allowed in some locations,X196-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,212,X-12
M,Partially Locked,06/22/2020 11:47:15 AM,M099,M099-01,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,W 173 St & Ft Washington Ave,J Hood Wright Park Playground,POINT (-73.94100342153354 40.84584454380831),Adults not allowed in some locations,M099-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,112,M-12
B,Completely Locked,06/22/2020 12:42:38 PM,B008,B008-03,,Reopened,true,Level 1: Playgrounds for All Children,Dumont Ave & Bristol St,Imagination Playground at Betsy Head,POINT (-73.9118521695445 40.66407505612062),Adults not allowed in some locations,B008-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
R,Not Lockable,06/22/2020 10:59:34 AM,R006,R006-01,,Reopened,,,,Lenape Playground,POINT (-74.24482907494011 40.49929876777515),,,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,503,R-03
X,Completely Locked,06/22/2020 10:01:11 AM,X284,X284,,Reopened,false,Not Applicable,Hoe Av bet. Aldus St and Westchester Av,Printers Park,POINT (-73.89074240892846 40.82412580473221),Adults not allowed in some locations,X284-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,202,X-02
B,Completely Locked,06/22/2020 04:36:51 PM,B223JB,B223JB,,Reopened,false,Not Applicable,"Prospect St., York St. bet. Jay St. and Bridge St.",Bridge Park,POINT (-73.98535126689617 40.700820031843186),Adults Allowed,B223JB-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
M,Partially Locked,06/22/2020 01:13:49 PM,M015,M015,,Reopened,false,Not Applicable,"Baxter St, Mulberry St, Bayard St and Park",Columbus Park,POINT (-74.00003191719968 40.71458535943502),Adults not allowed in some locations,M015-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,103,M-01
