Borough,ClosureType,EditDate,GISPropNum,Name,OMPPropID,ParkDistrict,PropertyName,Red Sign Installed,Status,SubPropertyName,System,Yellow Sign Removed,polygon,Approx Date Closed,Approx Date Reopened
M,Completely Locked,07/07/2020 12:34:23 PM,M098,Washington Square Park Dog Run,M098-ZN01,M-02,Washington Square Park,true,Reopened,Washington Square Park Western Half,M098-DOGAREA0028,,"POLYGON ((-73.9984926332614 40.7307991130047, -73.99843873577547 40.73077956945323, -73.99838858150305 40.730754924548876, -73.99834300025876 40.73072558713915, -73.99830274609009 40.7306920417141, -73.99824366491809 40.730632786473926, -73.99819196351383 40.73056966453588, -73.99818665228636 40.73055857289004, -73.99818394889668 40.73054694818415, -73.99818393619707 40.73053514341893, -73.99818661417629 40.73052351609627, -73.99819189996035 40.73051241741297, -73.99819963609914 40.730502184156315, -73.99820958701567 40.73049312609715, -73.99822145202754 40.7304855169847, -73.99823487126646 40.73047958824367, -73.99824943751553 40.73047551906839, -73.9982585984999 40.73048004246118, -73.9983275929803 40.73051410881751, -73.99842307029542 40.73056072678449, -73.99847280302419 40.73058500966454, -73.99849115820183 40.73059397176636, -73.99849579967373 40.73059623750626, -73.99851176842293 40.7306040343157, -73.99858352248701 40.73063906950075, -73.99859804708318 40.73064616118229, -73.99862153266072 40.73065775551171, -73.99868136173296 40.730687291987834, -73.9986921066179 40.73069340115943, -73.99870139426945 40.73070076382132, -73.99870897373395 40.730709182759654, -73.99871464259216 40.73071843104444, -73.99871824814288 40.73072826013387, -73.99871969332186 40.73073840527768, -73.99871893906922 40.730748593621406, -73.99871600432947 40.73075855051014, -73.99871097078639 40.730768009394154, -73.99870397102572 40.73077671453029, -73.99869519563748 40.730784431788166, -73.99868487901057 40.73079095495365, -73.99867330051696 40.73079610662938, -73.99862619958927 40.73080372077609, -73.99857818252146 40.73080646584332, -73.998535117232 40.73080474983502, -73.9984926332614 40.7307991130047))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/06/2020 03:17:40 PM,M071,Riverside Park Dog Run (105th St),M071-ZN14,M-14,Riverside Park,,Reopened,Terrace Promenade South,M071-DOGAREA0017,,"POLYGON ((-73.97144791980544 40.802711558879885, -73.97140183975485 40.80268596338523, -73.97136167653049 40.802655143747444, -73.97132844656308 40.80261987915686, -73.97130298610253 40.80258106042101, -73.97128594056413 40.80253966564742, -73.97127773965073 40.802496743127584, -73.9712785902609 40.80245337441394, -73.97128847057307 40.802410656308616, -73.97130713124828 40.802369665743754, -73.97133410136591 40.80233143997284, -73.97136869910493 40.80229694325497, -73.97141005189947 40.80226704704993, -73.97145711422543 40.80224250570967, -73.97150869841829 40.802223939377505, -73.9715635019359 40.80221181688597, -73.97162014054238 40.80220644495992, -73.97167718386203 40.802207957419526, -73.97173319211146 40.80221631879168, -73.97178674928256 40.80223131531312, -73.97144791980544 40.802711558879885))",04/09/2020 01:40:49 PM,07/06/2020 12:00:00 AM
M,Completely Locked,07/08/2020 11:59:18 AM,M058,Marcus Garvey Park Dog Run,M058-ZN02,M-11,Marcus Garvey Park,true,Reopened,Marcus Garvey Park Zone 2,M058-DOGAREA0016,,"POLYGON ((-73.94342049558139 40.8028255155514, -73.94338628880008 40.80287343231598, -73.94337809819896 40.80287013516858, -73.9433693023125 40.80286791111796, -73.94336014402158 40.80286682241778, -73.94335087571524 40.80286689890846, -73.94334174980969 40.802868138012514, -73.94333301993336 40.80287050563569, -73.9433249255202 40.802873937059886, -73.94331768706884 40.80287833784122, -73.94331150613955 40.8028835874122, -73.94330655113312 40.8028895399749, -73.94330295965307 40.80289603350741, -73.94330082902601 40.80290288885837, -73.94330021866513 40.80290991785285, -73.943301144142 40.80291692599076, -73.94330358191965 40.80292372145423, -73.94330746342466 40.802930117806135, -73.9433126833377 40.80293593939726, -73.94331909722057 40.80294102496709, -73.94332652743529 40.80294523485073, -73.94333477262113 40.8029484545857, -73.94330465745946 40.80299246246952, -73.94330056446617 40.80299922860634, -73.94330009171283 40.802999133821444, -73.94328607766369 40.803019612377675, -73.94327187327997 40.80301590433793, -73.94325742902546 40.80301277429875, -73.9432427863687 40.803010231285334, -73.94321118363756 40.80300313149621, -73.94319625146359 40.80300241004358, -73.94318128912717 40.8030023171224, -73.94316634284634 40.803002850954435, -73.94315145765252 40.80300401156192, -73.94313667976593 40.80300579446517, -73.94312205422331 40.80300819338295, -73.9431076236907 40.80301120293337, -73.94309239758945 40.803014680348696, -73.94307741630712 40.803018724296734, -73.94306271421823 40.80302332488906, -73.94304832925324 40.80302847133852, -73.9430342957891 40.803034151055215, -73.94302064820424 40.80304034964834, -73.94300741969293 40.80304705182595, -73.94299464226442 40.803054242295495, -73.94298234793024 40.803061903062975, -73.94297056514698 40.803070016132686, -73.94295367754616 40.80308183673062, -73.94293729560938 40.803094060999925, -73.94292143356891 40.80310667544029, -73.94290611039554 40.803119668354896, -73.94289133913729 40.80313302534242, -73.94287713639497 40.803146734704804, -73.94286351640326 40.80316078024035, -73.9428504922086 40.80317514934875, -73.94283807804581 40.80318982582825, -73.9428262869615 40.8032047970786, -73.94281512845177 40.80322004509459, -73.94280461674842 40.80323555727659, -73.94279476134842 40.80325131471899, -73.94278557174417 40.80326730391913, -73.94274429930024 40.80325148507495, -73.9428069098966 40.80316651266131, -73.94289458724344 40.80304751917668, -73.94294852585945 40.80297431460985, -73.94295813473423 40.80296127383696, -73.94307294076991 40.802802106166666, -73.94308357385361 40.80278862104222, -73.94308704655037 40.802786629952614, -73.9431046886518 40.80277651615252, -73.94320687595123 40.802753168877764, -73.94320831362967 40.80275291024235, -73.94322693716698 40.80275223233514, -73.94323584307335 40.802753265090736, -73.94324541953318 40.80275451069352, -73.94333591915203 40.80279045540587, -73.94338178027525 40.80280866981951, -73.94342049558139 40.8028255155514))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/07/2020 01:06:26 PM,M052,Madison Square Park Dog Run,M052,M-05,Madison Square Park,true,Reopened,,M052-DOGAREA0013,,"POLYGON ((-73.98877885626241 40.74210582626823, -73.98876148880395 40.742147240691985, -73.98872435887478 40.74223578121221, -73.98864932290554 40.74241470817616, -73.98861652185819 40.742492926573796, -73.98854859917655 40.74265489312078, -73.98854409467528 40.7426656339193, -73.98852258002655 40.742703757438946, -73.98851553305612 40.74270346767376, -73.98850856669374 40.74270261149733, -73.98850175789674 40.74270119612139, -73.98849518717249 40.742699239564224, -73.98848892555587 40.74269676344508, -73.98848304526484 40.74269379478645, -73.98847761378012 40.74269036781437, -73.98847269147758 40.74268652215728, -73.98846833281276 40.74268230014451, -73.98846458987212 40.7426777504088, -73.988461501718 40.742672923382386, -73.98845910622798 40.74266787400009, -73.98845307440686 40.74265115728563, -73.98844879438201 40.74263725663164, -73.98844729670081 40.7426369917324, -73.9884471958111 40.7426316165965, -73.98844352087782 40.74261726304798, -73.98844001336792 40.7426001341538, -73.98843388276794 40.74257959297534, -73.98842850283141 40.74255893030344, -73.98842387592293 40.742538162347635, -73.98842000677479 40.742517305317634, -73.98841689775165 40.74249637452228, -73.98841455121787 40.74247538617103, -73.98841296835374 40.74245435737368, -73.988412152708 40.7424333025388, -73.98841210309287 40.742412238775806, -73.98841281950507 40.74239118139342, -73.98841430075686 40.74237014750103, -73.98841654802868 40.74234915330798, -73.98841955776525 40.74232821412238, -73.98842332759516 40.742307346153055, -73.98842654767601 40.74229551381522, -73.98843060716285 40.742283831045725, -73.98843549302559 40.742272332963, -73.98844119223416 40.74226105378489, -73.98844768820702 40.7422500268283, -73.98845496081084 40.742239283608924, -73.98846298872834 40.74222885654266, -73.98847741264949 40.742210319249594, -73.98849257529781 40.74219212692269, -73.98850846364651 40.74217429666994, -73.98852506348457 40.7421568455993, -73.98854235823372 40.74213978901738, -73.98856033131531 40.742123143131394, -73.98857896733493 40.742106924148665, -73.98859824734643 40.742091147375525, -73.98860392520285 40.742086776876576, -73.98861815477183 40.742075826317716, -73.98863866948102 40.742060977181985, -73.98877885626241 40.74210582626823))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/07/2020 02:57:28 PM,M108N,Peter Detmold Park Dog Run,M108N,M-06,Peter Detmold Park,true,Reopened,,M108N-DOGAREA0035,,"POLYGON ((-73.96381290702455 40.75363499230805, -73.96351776014289 40.753513394892096, -73.96354669288722 40.75348096964142, -73.9635883721951 40.7534416316297, -73.96363083573927 40.7534081264251, -73.96367344454615 40.75337960014602, -73.96370760193737 40.75335541522768, -73.96373659429453 40.75333282707069, -73.96375732786098 40.753315350279536, -73.9637772564557 40.753297376152375, -73.96380885862514 40.753266133137664, -73.9641398568548 40.75292335562651, -73.9641521182775 40.752911123371995, -73.96416835532176 40.752895922485294, -73.96419594107456 40.75287234952104, -73.96422445898601 40.75285052021864, -73.96423130472299 40.75284586132721, -73.96425948370546 40.75282668209902, -73.96427903138941 40.752814085585555, -73.96430737050757 40.75279434267867, -73.96433050764021 40.75277677197469, -73.96436304857733 40.752749506630096, -73.96439338176134 40.75272089523823, -73.96460400130853 40.75249559419093, -73.96463283609752 40.752507558161724, -73.96434047265376 40.75282477471425, -73.96438623703395 40.752844082206686, -73.96394753986357 40.75344926832666, -73.96381290702455 40.75363499230805))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/06/2020 01:33:58 PM,M099,J. Hood Wright Park Dog Run,M099,M-12,J. Hood Wright Park,true,Reopened,,M099-DOGAREA0030,,"POLYGON ((-73.94218065781386 40.84640699587422, -73.9423246469344 40.84643208453739, -73.94216052592928 40.84682726899856, -73.9420767728946 40.846807213530674, -73.94211357639084 40.84670077849728, -73.9421416012556 40.84659281271285, -73.94216073925664 40.846483733957825, -73.94218065781386 40.84640699587422))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/06/2020 01:06:17 PM,M029,Fort Tryon Park Dog Run,M029-ZN03,M-12,Fort Tryon Park,true,Reopened,Fort Tryon Park Zone 3,M029-DOGAREA0008,,"POLYGON ((-73.93196990995385 40.861950155930536, -73.93197908887853 40.861935365390046, -73.93198484214975 40.86191960930507, -73.93198700562299 40.861903342326876, -73.93198551714609 40.86188703177338, -73.93198041775604 40.86187114592341, -73.93197185524765 40.86185614411364, -73.93196007707742 40.86184245602291, -73.93194541969332 40.86183047716392, -73.93192830736679 40.86182055087254, -73.93190923084853 40.86181296289272, -73.93188874026119 40.861807932367306, -73.9318674237584 40.86180560372129, -73.9318458968528 40.861806043954054, -73.93182477632503 40.86180923992254, -73.93180467073361 40.86181510013673, -73.9317861602507 40.86182345564798, -73.93176977649247 40.861834066340585, -73.93175598946537 40.861846627227315, -73.93169374582351 40.86195023139925, -73.93166674037482 40.861940191153224, -73.93164232875313 40.86192686204694, -73.93162119850972 40.861910620894314, -73.93160394459599 40.86189192459828, -73.93159105395429 40.86187130023592, -73.93158288892961 40.86184932883968, -73.93157968135496 40.8618266300852, -73.93158152071007 40.861803844274334, -73.93158835532708 40.86178161342574, -73.93159999241028 40.861760563264774, -73.93161610398259 40.86174128791916, -73.93163623520843 40.86172433101348, -73.93190643750599 40.86141571183196, -73.93192958675947 40.861399141164604, -73.93195601115983 40.861385688120066, -73.93198499156497 40.86137571877162, -73.93201573776422 40.86136950640071, -73.93204741102558 40.86136721980425, -73.93207914781944 40.861368920606836, -73.9321100835397 40.861374563275184, -73.93213937503955 40.86138399423077, -73.9321662231628 40.86139695546476, -73.93218989645564 40.861413093556834, -73.93220974894807 40.8614319695907, -73.93222524030757 40.86145306817048, -73.9322435488017 40.86151824739436, -73.9322570674596 40.86158385153512, -73.93226543748563 40.86164812262726, -73.9322684788208 40.86170965760263, -73.93226615977011 40.86176695352519, -73.93225854962182 40.86181951156397, -73.93224574868971 40.86186665190689, -73.93222788077969 40.86190792347962, -73.93220571800536 40.86194219391711, -73.9321790127578 40.861970346452196, -73.93214790870903 40.86199223168496, -73.93211253405228 40.86200776143941, -73.93207305847024 40.862016873677554, -73.93202956144962 40.862019560337764, -73.93198215568836 40.86201581517846, -73.93193093963889 40.86200564635732, -73.93196990995385 40.861950155930536))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/07/2020 02:57:14 PM,M108Q1,Andrew Haswell Green Dog Run,M108T-ZN05,M-15,Andrew Haswell Green Park,true,Reopened,East River Esplanade Zone 5,M108Q1-DOGAREA0036,,"POLYGON ((-73.95706680567581 40.7601109430736, -73.9570216373943 40.76018383289718, -73.95701031785221 40.76018771345111, -73.95699988808896 40.760192837933154, -73.95699058621948 40.760199092068234, -73.95698261958509 40.76020633455486, -73.95697616830314 40.76021440156874, -73.95688315537812 40.76028063403742, -73.95685839522841 40.76029015480937, -73.9568197454112 40.760336719836744, -73.95680445895532 40.7603380162359, -73.95678968993953 40.76034128223093, -73.95677587305921 40.760346421631155, -73.95676341699112 40.7603532833055, -73.95675268781159 40.76036166477821, -73.95674400425571 40.760371317630174, -73.95673761994608 40.76038195829817, -73.95672856398475 40.760376025973926, -73.95670477759717 40.7603941432965, -73.95668119554543 40.76041672269189, -73.95666296218022 40.760413133626535, -73.95664711401022 40.76040767420707, -73.95663385468889 40.76040041385009, -73.95662340915226 40.76039147420922, -73.95661594076098 40.76038096430788, -73.95661168855459 40.76036916969663, -73.956610756556 40.76035638668103, -73.9566131753226 40.76034297187259, -73.95661881425916 40.760329418698504, -73.9566275287146 40.76031598194661, -73.95663909344844 40.760303005524335, -73.95665325839295 40.76029076849314, -73.95666965741074 40.760279565179445, -73.95668810449864 40.76026950267241, -73.95673018329032 40.76025329589197, -73.95675419409463 40.76022141893556, -73.95677617769468 40.76019817885493, -73.95680275293684 40.76017648575797, -73.95684242744854 40.76014945666923, -73.95686330402357 40.760122040516464, -73.95688553732364 40.760098975206056, -73.95690843053548 40.760080967372865, -73.95693161279843 40.760068302337906, -73.95695465766573 40.7600611501371, -73.95697761019895 40.76005942884138, -73.95700036381349 40.76006314561511, -73.95702285101825 40.76007228872664, -73.95703626940869 40.76007709612363, -73.95702465369865 40.76009584030011, -73.95706680567581 40.7601109430736))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
Q,Completely Locked,07/06/2020 07:47:46 PM,Q015,Forest Park Dog Run,Q015-ZN07,Q-16,Forest Park,,Reopened,Tennis Courts - Forest Parkway,Q015-DOGAREA0006,,"POLYGON ((-73.86018266254077 40.69691474832091, -73.86008923998895 40.69668018517323, -73.86042866168597 40.69664152310412, -73.86047124433975 40.69663776196159, -73.86070544809277 40.69661517260989, -73.86081160898239 40.69674682105894, -73.86018266254077 40.69691474832091))",04/09/2020 02:17:15 PM,07/06/2020 05:00:00 PM
M,Completely Locked,07/06/2020 01:07:11 PM,M037,Highbridge Park Dog Run,M037-ZN04,M-12A,Highbridge Park,true,Reopened,Highbridge Park Zone 4,M037-DOGAREA0009,,"POLYGON ((-73.92499381237897 40.85591775325244, -73.92484786736857 40.85594025429847, -73.92482898052705 40.85599265867872, -73.92477719141174 40.85600453751942, -73.924758316626 40.85604621974837, -73.92478807400636 40.856092699087085, -73.92478961882799 40.856114142586996, -73.92481720644929 40.85612340500928, -73.92481852154344 40.85613195242682, -73.92482116871396 40.856140319713624, -73.9248251125167 40.85614838708121, -73.92467389245716 40.85611256686829, -73.92468079553205 40.85609319731024, -73.92487498298973 40.855548342209886, -73.9249921960796 40.85556632564277, -73.92497536539112 40.855636054134784, -73.92496707752534 40.8557066634572, -73.92496740434713 40.85577755213048, -73.9249763406356 40.85584811592163, -73.92499381237897 40.85591775325244))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/07/2020 12:38:20 PM,M291,Fishbridge Garden Dog Run,M291,M-01,Fishbridge Garden,true,Reopened,,M291-DOGAREA0043,,"POLYGON ((-74.0016459156729 40.709326804724036, -74.00098833771662 40.70879507039175, -74.00099960334362 40.70878952584789, -74.00101171034044 40.70878356706042, -74.00117387177642 40.70893633632039, -74.00121032168734 40.70891326755151, -74.00122671644164 40.70892831491748, -74.00126161258908 40.70890685446164, -74.00138574985007 40.709023146830766, -74.00138872482171 40.70902131965804, -74.0016733873722 40.709306008827475, -74.0016459156729 40.709326804724036))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,06/22/2020 03:54:11 PM,M017,Corlears Hook Park Dog Run,M017,M-03,Corlears Hook Park,true,UnderConstruction,,M017-DOGAREA0002,,"POLYGON ((-73.97947522594801 40.71185518271782, -73.97925920753133 40.71187147476238, -73.97916234290628 40.711878711783925, -73.97915816630764 40.711754716103755, -73.97915805140278 40.71175129144065, -73.97959369672076 40.71172298449055, -73.97960349821884 40.711721766035545, -73.97960624126505 40.7117221996672, -73.97960874272988 40.71172316545784, -73.97961082512052 40.7117245949372, -73.97961234408942 40.711726389023646, -73.97961319435028 40.71172842162693, -73.97962167918412 40.71183012320906, -73.97962164991688 40.71183295260859, -73.97962083605907 40.71183571162939, -73.97961927670117 40.71183827780887, -73.97961704051761 40.71184053409282, -73.97961423049803 40.71184237784119, -73.97961097211089 40.711843726229226, -73.9795973762562 40.71184583191597, -73.97959564718714 40.71184609996173, -73.97958627186102 40.71184680700156, -73.97947522594801 40.71185518271782))",04/09/2020 01:21:28 PM,
M,Completely Locked,07/07/2020 12:08:00 PM,M019,Coleman Oval Park Dog Run,M019,M-03,Coleman Playground,true,Reopened,,M019-DOGAREA0003,,"POLYGON ((-73.99349109050381 40.711169877407144, -73.99327383835828 40.711189588805944, -73.99315204676107 40.71106675735721, -73.99311565634405 40.7109337092184, -73.99310965516857 40.71091176971448, -73.99313098530746 40.71090839137218, -73.99320607982884 40.71089649827971, -73.9932264494017 40.71097097082347, -73.99324661742484 40.71096777699607, -73.99341922423967 40.710940440280595, -73.99349109050381 40.711169877407144))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/07/2020 02:04:06 PM,M081,Carl Schurz Park Small Dog Run,M081-ZN01,M-08,Carl Schurz Park,true,Reopened,Carl Schurz Main Lawn,M081-DOGAREA0024,,"POLYGON ((-73.94401950747532 40.77387983868986, -73.9438994915702 40.77404358271199, -73.94374677161186 40.77396428740718, -73.943838523 40.773870219696136, -73.94385455288841 40.77386080014224, -73.94387236846988 40.77385346521983, -73.94389150524782 40.773848407409574, -73.94391146324136 40.773845758841425, -73.94393172238613 40.77384558860058, -73.94395175319698 40.77384790003134, -73.9439710333483 40.77385263434717, -73.94398905833721 40.773859667033804, -73.9440053580608 40.77386881506122, -73.94401950747532 40.77387983868986))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/07/2020 02:04:06 PM,M081,Carl Schurz Park Large Dog Run,M081-ZN01,M-08,Carl Schurz Park,true,Reopened,Carl Schurz Main Lawn,M081-DOGAREA0023,,"POLYGON ((-73.94404415590047 40.774331486213754, -73.9438373832415 40.77423989451838, -73.94382643585732 40.77423275629826, -73.94381727587843 40.7742242871047, -73.94381017908574 40.77421474281549, -73.94380535845403 40.774204408994386, -73.94380295941724 40.7741935972865, -73.94380305395585 40.77418263370923, -73.94380563942212 40.774171846944824, -73.94381063854586 40.77416156203699, -73.94381789944362 40.77415208958491, -73.9438272039219 40.77414371223974, -73.94383827340081 40.774136683806994, -73.94385077366432 40.77413121484097, -73.94386432907608 40.77412747085088, -73.94387853087878 40.77412556329947, -73.94389295377584 40.77412555141275, -73.94390716186172 40.77412743317733, -73.94392072875173 40.774131153455166, -73.94412750237221 40.774222745003016, -73.94413811616047 40.77422939135823, -73.94414714044709 40.774237278735576, -73.94415433021521 40.77424618999545, -73.94415948548239 40.77425588100495, -73.94416246669468 40.774266086948934, -73.9441631911699 40.77427652593, -73.9441616390093 40.77428691247916, -73.9441578542783 40.77429696205878, -73.94415193907717 40.774306399164146, -73.94414405590423 40.77431496452893, -73.94413442172585 40.774322424127135, -73.94412329968209 40.774328571870825, -73.94411099552524 40.77433323951375, -73.94409784695554 40.77433630024843, -73.94408421414506 40.77433766870168, -73.94407047143957 40.77433730813432, -73.94405699551481 40.7743352286348, -73.94404415590047 40.774331486213754))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
B,Completely Locked,07/07/2020 12:20:14 PM,B223DA,Adam Yauch Park Dog Run,B223DA,B-02,Adam Yauch Park,,Reopened,,B223DA-DOGAREA0034,,"POLYGON ((-73.99913350399208 40.69228955053953, -73.9991363988068 40.6923036012651, -73.99914871154286 40.69236334949144, -73.99916103021606 40.69242312833349, -73.99917361838577 40.69250457261667, -73.99901879475226 40.69246203747282, -73.9990695705892 40.69235722899272, -73.9990775968651 40.692338922529345, -73.99908001520234 40.692330227195555, -73.99908207512424 40.69231726792989, -73.99908231547519 40.69230378184966, -73.99908067709114 40.6922905758139, -73.9990774226089 40.6922782333571, -73.99907356472244 40.69226839792346, -73.99906263096669 40.69224948526146, -73.99905441462714 40.69223919863459, -73.9990431199329 40.692227931322876, -73.99910772803034 40.69221597393013, -73.99913350399208 40.69228955053953))",04/10/2020 10:35:59 AM,07/07/2020 12:00:00 AM
B,Completely Locked,07/07/2020 12:20:14 PM,B066,Owl's Head Park Dog Run,B066,B-10,Owl's Head Park,,Reopened,,B066-DOGAREA0018,,"POLYGON ((-74.0351633032459 40.63994259832209, -74.03530721264244 40.64000092854375, -74.0350993631074 40.64028214218005, -74.03489928765335 40.64048115283904, -74.0344068189455 40.6407946168547, -74.03431761765228 40.64068027675676, -74.0344328529723 40.64061430093952, -74.03454342211278 40.640543843626745, -74.03464902253155 40.640469094932335, -74.03474936943054 40.64039025847316, -74.03484419102492 40.64030754776811, -74.03493322736159 40.64022118713885, -74.03501623977645 40.640131411706726, -74.03509300143548 40.640038464693944, -74.0351633032459 40.63994259832209))",04/09/2020 04:11:51 PM,07/07/2020 12:00:00 AM
B,Completely Locked,07/06/2020 12:50:14 PM,B114,McGolrick Park Dog Run,B114,B-01,Msgr. McGolrick Park,,Reopened,,B114-DOGAREA0029,,"POLYGON ((-73.94391776901901 40.72323363586244, -73.94378801236014 40.72335722965119, -73.94378129000435 40.723362044995426, -73.94377369009132 40.72336603234241, -73.94376538550652 40.7233691026261, -73.9437565680586 40.723371184799696, -73.94374743782265 40.723372230333425, -73.94373820550526 40.723372215916875, -73.94363768756573 40.72336144438863, -73.94363863522683 40.72335215339553, -73.94358420770762 40.72334585379057, -73.94352924545812 40.72334343689464, -73.94347422663749 40.723344924553814, -73.94347797678499 40.72335421875236, -73.94341565159684 40.723355469564666, -73.94335417298282 40.7233633539127, -73.94329475309623 40.72337771660668, -73.94327803690999 40.72338159497177, -73.94326069883165 40.723383260476176, -73.94324323957969 40.72338266563932, -73.94322616692004 40.72337982692081, -73.94320532072342 40.72326740513765, -73.94344970006432 40.723243738465904, -73.9434526928673 40.723256996336325, -73.94351564491814 40.723250593996646, -73.94351350886186 40.72323755897398, -73.94372228505738 40.723217339411924, -73.94372423450727 40.72322853820058, -73.94378624728441 40.72322285025839, -73.94378505094174 40.72321126101736, -73.94390425211353 40.72319971608942, -73.94390482148579 40.72319966053524, -73.94392718212595 40.72321148251, -73.94391776901901 40.72323363586244))",04/09/2020 02:01:03 PM,07/06/2020 12:00:00 AM
B,Completely Locked,07/06/2020 12:50:14 PM,B058,McCarren Park Dog Run,B058-ZN05,B-01,McCarren Park,,Reopened,McCarren Park Zone 5,B058-DOGAREA0016,,"POLYGON ((-73.95314871585121 40.71995679300116, -73.95286882601836 40.7202196771653, -73.9528626340701 40.72022563420438, -73.9528552413959 40.72023073616762, -73.95284684693318 40.72023484625882, -73.95283768037628 40.72023785110753, -73.95282798914954 40.72023967066969, -73.95281803722608 40.720240255525205, -73.95280809447372 40.720239588674914, -73.95279843073568 40.72023768823974, -73.95278930754573 40.720234606556524, -73.95278097339578 40.72023042747471, -73.95277365308579 40.720225263650434, -73.9527675477241 40.72021925564585, -73.95276282171149 40.72021256742149, -73.95275960274674 40.720205378231306, -73.9527224055656 40.71998647423499, -73.95294672462722 40.71996600298783, -73.95297496334085 40.71996281411325, -73.95300216527427 40.719956224483234, -73.95302762726266 40.71994640400812, -73.9530506934261 40.71993360636532, -73.95307076701017 40.71991816270063, -73.95314871585121 40.71995679300116))",04/09/2020 02:01:36 PM,07/06/2020 12:00:00 AM
B,Completely Locked,07/07/2020 12:20:14 PM,B223G,Hillside Park Dog Run,B223G,B-02,Hillside Dog Park,,Reopened,,B223G-DOGAREA0035,,"POLYGON ((-73.99485938863606 40.70102059449019, -73.99482128034319 40.700972916076054, -73.99491637603575 40.700999310719354, -73.99492331858428 40.701008131540505, -73.99492829217563 40.701017691594856, -73.99493116312274 40.70102773873338, -73.99493185571787 40.70103800730184, -73.9949303534153 40.701048225344955, -73.99492669409818 40.701058123611276, -73.99457895589458 40.701808208974754, -73.99450795529913 40.70183384678404, -73.99388443389668 40.70165190834068, -73.99390365286453 40.701618545394375, -73.99391586125681 40.70158332161677, -73.99392076556165 40.701547084376266, -73.99391824620352 40.70151070626349, -73.99390836464336 40.70147506257885, -73.99404247165418 40.701428425782396, -73.99417301740405 40.70137626310798, -73.99429960901948 40.701318732137786, -73.99442186546275 40.701256005764535, -73.99453941989833 40.701188273092, -73.99465191850997 40.70111573673322, -73.99467553050464 40.70109455778665, -73.9947032149374 40.701076458773564, -73.99473428549675 40.701061887214095, -73.99476797423722 40.701051205076496, -73.994803446962 40.70104467527017, -73.99485938863606 40.70102059449019))",04/10/2020 10:08:19 AM,07/07/2020 12:00:00 AM
B,Completely Locked,07/07/2020 10:21:21 AM,B088,Herbert Von King Park Dog Run,B088,B-03,Herbert Von King Park,,Reopened,,B088-DOGAREA0024,,"POLYGON ((-73.947974331475 40.68990543798154, -73.9479650580358 40.689926155502505, -73.94795144278021 40.68994543293919, -73.94793385640358 40.68996274906048, -73.94791277367146 40.689977632210415, -73.94788876867302 40.68998967921708, -73.94786248997013 40.68999856438667, -73.94783465349379 40.690004045803995, -73.94780601059412 40.69000597522409, -73.94777734212308 40.69000429987034, -73.94774942294076 40.68999906512024, -73.94772301126855 40.689990412699345, -73.9476988226632 40.68997857886845, -73.94773553952149 40.68992266556321, -73.94776369451112 40.68986394506168, -73.94778292504921 40.68980317453725, -73.94779298329217 40.68974113552761, -73.94779373968684 40.689678629433224, -73.94778518534848 40.6896164604088, -73.94777180188343 40.68956185260398, -73.94781749035117 40.689556086631114, -73.94782632328476 40.68961300398559, -73.94793967826628 40.68960347926189, -73.94799658039236 40.68989087953199, -73.947974331475 40.68990543798154))",04/09/2020 02:18:47 PM,07/06/2020 12:00:00 AM
B,Completely Locked,07/07/2020 12:20:53 PM,B028,Dyker Beach Park Dog Run,B028,B-10,Dyker Beach Park,,Reopened,,B028-DOGAREA0007,,"POLYGON ((-74.02144864288913 40.61745541495796, -74.02117769483068 40.61810256314963, -74.02114559636281 40.61809711010227, -74.02111274764304 40.61809591034286, -74.02108011181465 40.61809899881434, -74.0210486472547 40.61810628618995, -74.02101927448565 40.61811755887888, -74.02099285845127 40.618132484432685, -74.02097017070503 40.61815062596012, -74.02085580285508 40.61808227023297, -74.02048094261455 40.61785589270406, -74.02041491726287 40.61781601318348, -74.02024382379378 40.61771267267133, -74.02033592022029 40.6176572050532, -74.0204334815041 40.61760745829825, -74.02053589914982 40.61756374408146, -74.02064253038552 40.61752633536314, -74.0207527076159 40.61749546638762, -74.02086574196647 40.61747133088166, -74.02098092682692 40.617454079352925, -74.0210975413959 40.617443819989724, -74.02121485422433 40.61744061685968, -74.02133213266858 40.617444489908074, -74.02144864288913 40.61745541495796))",04/10/2020 09:48:35 AM,07/07/2020 12:00:00 AM
