Borough,ClosureType,EditDate,GISPropNum,Name,OMPPropID,ParkDistrict,PropertyName,Red Sign Installed,Status,SubPropertyName,System,Yellow Sign Removed,polygon,Approx Date Closed,Approx Date Reopened
X,Completely Locked,07/06/2020 12:44:33 PM,X201,Seton Park Dog Run,X201,X-08,Seton Park,true,Reopened,,X201-DOGAREA0027,,"POLYGON ((-73.9162091925375 40.8865533621348, -73.9161496548455 40.88671485531162, -73.91559790363887 40.88659365835304, -73.91514687879061 40.88651112948498, -73.91517331338927 40.88646111610077, -73.91533244624202 40.886487679319885, -73.91558198780699 40.88651859659282, -73.91563660510415 40.88652435461299, -73.91581555559118 40.88652019625392, -73.91598882686665 40.88653890673365, -73.9162091925375 40.8865533621348))",04/17/2020 12:24:01 PM,07/06/2020 12:00:00 AM
X,Completely Locked,07/06/2020 12:52:05 PM,X039,Pelham Bay Park Dog Run,X039-ZN04,X-15,Pelham Bay Park,true,Reopened,South Meadow,X039-DOGAREA0012,,"POLYGON ((-73.82126657937097 40.85053221446887, -73.82126294090159 40.85054682924352, -73.82125627770728 40.85056081618995, -73.82124676388989 40.85057381718098, -73.82123463989399 40.85058549940603, -73.82122021722641 40.850595564383106, -73.8212038653971 40.85060375334205, -73.82096187055393 40.850684103658814, -73.82094326168718 40.85068576500279, -73.82092454276446 40.85068513711858, -73.8209061999609 40.85068223696975, -73.8208887074398 40.85067713823265, -73.82087251904368 40.85066997398493, -73.82085805526914 40.850660929481286, -73.8208456902285 40.8506502394316, -73.82083855147148 40.85064218243584, -73.82082988399185 40.85063504336965, -73.82081988775943 40.850628988234085, -73.82080879483327 40.85062415696578, -73.82079686462275 40.850620661628476, -73.82078437203397 40.850618584593995, -73.82077160985558 40.850617973142676, -73.82072085033117 40.85053331361906, -73.82120366112045 40.8503881307631, -73.82122159964241 40.850423174253955, -73.82121697714071 40.85042974879707, -73.82121390680382 40.85043682822092, -73.82121247932629 40.85044420195071, -73.82121273798637 40.850451652134204, -73.82121467270224 40.850458959035244, -73.82121822950675 40.850465905551296, -73.82122329985023 40.85047228620142, -73.82122973599999 40.85047791345384, -73.82123734747776 40.85048261952136, -73.82124590815103 40.85048626537739, -73.8212551645267 40.85048874347019, -73.82126004341718 40.85049576227191, -73.8212637519356 40.85050318268112, -73.82126663058605 40.850512713461654, -73.82126757918866 40.85052246547467, -73.82126657937097 40.85053221446887))",04/22/2020 01:16:05 PM,07/06/2020 12:00:00 AM
X,Completely Locked,07/06/2020 12:49:40 PM,X047,Franz Sigel Park Dog Run,X047-ZN01,X-04,Franz Sigel Park,true,Reopened,Franz Sigel Park Zone 1,X047-DOGAREA0015,,"POLYGON ((-73.92601378337277 40.82299829839796, -73.92578800760292 40.822959078987175, -73.92582083880534 40.822768494793465, -73.92604787339715 40.82280294952327, -73.92601378337277 40.82299829839796))",04/15/2020 01:38:21 PM,07/06/2020 12:00:00 AM
X,Completely Locked,07/06/2020 12:45:37 PM,X110A,Frank S. Hackett Park Dog Run,X110A,X-08,Hackett Park,true,Reopened,,X110A-DOGAREA0022,,"POLYGON ((-73.90566504647302 40.90135705164512, -73.90562403853025 40.90148853468722, -73.90557193445152 40.90147419690239, -73.90556375650675 40.901470628799885, -73.90555642846388 40.901466120386544, -73.90555013886214 40.90146078617818, -73.90554504654239 40.90145476047697, -73.90554128064569 40.90144819827201, -73.9055389358818 40.90144126442938, -73.9055380748987 40.90143413639578, -73.9055387164275 40.90142699518374, -73.90556396694652 40.901335050331674, -73.90557220100271 40.90133001976033, -73.90558145880782 40.90132614804786, -73.90559146011367 40.901323550226685, -73.9056019033597 40.901322306193165, -73.90561247280401 40.90132245350935, -73.90562284920568 40.901323986511365, -73.90563271812726 40.901326859917994, -73.90564178299195 40.90133098704053, -73.90564976864016 40.90133624248711, -73.9056564343765 40.901342467576015, -73.9056615787106 40.9013494748423, -73.90566504647302 40.90135705164512))",04/17/2020 12:07:17 PM,07/06/2020 12:00:00 AM
X,Completely Locked,07/06/2020 12:44:52 PM,X019,Ewen Park Dog Run,X019,X-08,Ewen Park,false,Reopened,,X019-DOGAREA0007,,"POLYGON ((-73.91023102260864 40.88216985427031, -73.91006404904685 40.8823791496305, -73.90986545043397 40.88229608236972, -73.91008420125483 40.8821018369596, -73.91023102260864 40.88216985427031))",04/17/2020 11:43:47 AM,07/06/2020 12:00:00 AM
Q,Completely Locked,07/06/2020 09:30:42 AM,Q066C,Triborough Bridge Playground C Dog Run,Q066C,Q-01,Triborough Bridge Playground C,,Reopened,,Q066C-DOGAREA0018,,"POLYGON ((-73.92203493112896 40.77402156354409, -73.92203078403303 40.77401856926656, -73.92196456782827 40.77397076805827, -73.92196376861231 40.773963399600255, -73.92196424515589 40.77395601489663, -73.92196516588885 40.773952681857516, -73.921965410334 40.77394928082268, -73.92196497247613 40.77394589103224, -73.92196386288417 40.77394259083725, -73.92196210752715 40.77393945769846, -73.92195974659579 40.77393656278285, -73.92195686763668 40.77393399890149, -73.92195351563032 40.773931793099926, -73.9219497663275 40.77392999585753, -73.9219457025999 40.773928645952125, -73.92194141917076 40.773927776766385, -73.92193701315146 40.77392740547576, -73.92192575368219 40.77392480439806, -73.92191525043813 40.77392077203176, -73.92190581599837 40.77391542565425, -73.92189772972316 40.77390892664526, -73.92189123421498 40.77390146787718, -73.92188652110741 40.77389327100396, -73.9218837322573 40.77388458015832, -73.92188294909212 40.773875654740536, -73.92188419617567 40.773866759515236, -73.92188743647625 40.77385815920517, -73.92192595898729 40.77382849662451, -73.92196725727295 40.77383887768462, -73.92199038102177 40.77384346069408, -73.92201417625299 40.77384513642866, -73.922038015213 40.77384386213951, -73.92206126769071 40.773839670719035, -73.92208331996682 40.77383267341487, -73.92210359258986 40.77382305353871, -73.92212154866812 40.773811066471445, -73.92213671520591 40.77379702707069, -73.92214869258301 40.77378130697529, -73.9221555292414 40.773773575371465, -73.92216400292862 40.77376684623259, -73.92217386466338 40.77376131660032, -73.92218482404746 40.77375714836877, -73.92219655874479 40.77375446558946, -73.92224163822263 40.77378700778597, -73.92224126531131 40.773796967999935, -73.92223878177647 40.773806751191344, -73.92223425306499 40.77381610166142, -73.92223429561712 40.7738222656343, -73.922235705224 40.773828336877465, -73.9222384418182 40.77383413886522, -73.92224242741244 40.77383950765326, -73.92224754610417 40.77384428827664, -73.9222536523562 40.773848343760605, -73.92226057099283 40.77385155872239, -73.92226810430593 40.77385384027663, -73.92227603560329 40.773855122540304, -73.92228273567873 40.77385784477805, -73.92228873711215 40.77386138510167, -73.92229386826257 40.77386564434007, -73.92229798120677 40.77387049992516, -73.9223009600225 40.7738758131015, -73.92230271841663 40.77388143162594, -73.92230320682664 40.77388719427497, -73.92230241122809 40.77389293804811, -73.92230039231418 40.77389842075096, -73.92229720347157 40.773903571279696, -73.92229293252011 40.773908248314385, -73.92228770043411 40.77391232136358, -73.92228165067402 40.77391567706052, -73.92227495155242 40.77391822186631, -73.9222677903072 40.77391988566787, -73.92226036362523 40.773920621771616, -73.92225288000712 40.77392041050721, -73.92224554674061 40.773919256516926, -73.9222385675263 40.77391719325696, -73.92221542595203 40.77391160892585, -73.92219137106349 40.77390910459459, -73.92216710638176 40.77390975457921, -73.92214334382987 40.77391353864894, -73.92212077648294 40.77392034741123, -73.92210006554086 40.77392998050155, -73.92208181899557 40.773942156474504, -73.92206656911773 40.773956519092025, -73.92205476296812 40.77397264812272, -73.92204674580125 40.77399007013663, -73.92204702342315 40.77399677637137, -73.92204594007364 40.77400343485921, -73.92204351962944 40.7740098862272, -73.92203982031039 40.77401597832962, -73.92203493112896 40.77402156354409))",04/09/2020 02:19:23 PM,07/06/2020 08:45:00 AM
X,Completely Locked,07/06/2020 12:51:48 PM,X002,Bronx River Park Dog Run,X002,X-14,Bronx Park,true,Reopened,,X002-DOGAREA0029,,"POLYGON ((-73.8707908532998 40.85574079104193, -73.8707985899381 40.855749725380626, -73.87080429571861 40.85575950030491, -73.87080781578683 40.85576985269795, -73.87080905580368 40.85578050420244, -73.87080798312351 40.8557911648235, -73.87080462439148 40.855801549135094, -73.87079907147681 40.85581137448544, -73.87079147432398 40.85582037809858, -73.87078203858587 40.85582831437023, -73.87077101847662 40.85583497106863, -73.87075871084494 40.85584016752705, -73.8707454492271 40.85584376364198, -73.87073159079519 40.85584566256025, -73.8707175104223 40.85584581337373, -73.87070358645185 40.85584421020283, -73.87069019712754 40.85584089849621, -73.87067770282086 40.85583596600562, -73.87062193304487 40.85580657986452, -73.87057094477447 40.85577255072208, -73.87052540841327 40.85573432508042, -73.87048591598176 40.855692402482944, -73.87044695217827 40.85564092894892, -73.87041381848401 40.85558715308899, -73.87038674897396 40.855531454278136, -73.87036593499542 40.85547422715097, -73.87035152399663 40.85541587439647, -73.87035150472525 40.85539594829196, -73.87035589438705 40.855376303592934, -73.87036456854993 40.85535749756352, -73.87037728185476 40.85534006571965, -73.87039367042458 40.85532450292189, -73.87041327086169 40.8553112525905, -73.87043552383714 40.85530069050134, -73.87045979782445 40.855293117608596, -73.87048540216628 40.85528874925365, -73.8705116096195 40.85528770888727, -73.87053767533433 40.85529002628991, -73.87056285701667 40.85529563669388, -73.87058643865105 40.855304379009155, -73.87060775182835 40.85531600575217, -73.8706261887858 40.85533018576217, -73.87064122610387 40.855346515933746, -73.87065243535716 40.855364532935106, -73.87065949969883 40.855383723131844, -73.87066221619487 40.85540354240007, -73.8706605088507 40.85542342604654, -73.87065985902584 40.855476436369926, -73.87066511213345 40.855529299326385, -73.8706762309732 40.85558163576631, -73.87069313445403 40.85563307099255, -73.87070878848216 40.855664088866355, -73.87073068046703 40.85569284809024, -73.87075826507143 40.85571862945737, -73.8707908532998 40.85574079104193))",04/21/2020 12:11:13 PM,07/06/2020 12:00:00 AM
Q,Completely Locked,07/06/2020 04:47:47 PM,Q393A,Landing Lights Dog Run,Q393A,,La Guardia Landing Lights,true,Reopened,,,,"POLYGON ((-73.88981285770616 40.76177214413847, -73.889761895766 40.76152835322506, -73.89013204049323 40.7614958477156, -73.89018032022604 40.761727449217844, -73.88981285770616 40.76177214413847))",04/10/2020 11:12:02 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/07/2020 02:05:04 PM,M263,Bellevue South Park Dog Run,M263,M-06,Bellevue South Park,true,Reopened,,M263-DOGAREA0040,,"POLYGON ((-73.97832053294692 40.74004109591247, -73.97825939027356 40.740015392013625, -73.97853851290976 40.739622424260965, -73.97860177563872 40.73964842017142, -73.97840832230666 40.7399207785181, -73.97832053294692 40.74004109591247))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
X,Completely Locked,07/06/2020 12:50:50 PM,X247,Fox Playground Dog Run,X247,X-02,Fox Playground,,Reopened,,X247-DOGAREA0028,,"POLYGON ((-73.89822371990437 40.81495676504435, -73.89822348918867 40.81495727182085, -73.8982224500367 40.81495938617241, -73.89822134216855 40.81496148155288, -73.8982205221234 40.81496292972967, -73.8982201679588 40.814963555262864, -73.89821892740885 40.81496560640176, -73.89821762052149 40.81496763316868, -73.89821624848189 40.81496963556464, -73.89821481247814 40.8149716117897, -73.89821331369815 40.814973560043875, -73.89821175214205 40.8149754803272, -73.89821012899775 40.814977370839685, -73.89820815431183 40.81497894676815, -73.89820623290595 40.814980559663965, -73.89820488699999 40.81498174893354, -73.89820436478027 40.814982209527244, -73.89820255349332 40.814983894560086, -73.89820079786111 40.81498561386092, -73.89819910025561 40.814987366531376, -73.89819746186483 40.814989150771495, -73.89819588269012 40.81499096568082, -73.8981943639168 40.81499281126038, -73.89819290791948 40.81499468481075, -73.89819151469962 40.814996585431466, -73.89819018425845 40.81499851222203, -73.89818891896805 40.81500046428403, -73.89818771882965 40.815002440717, -73.8981865850341 40.81500443792001, -73.89818551757865 40.815006457693976, -73.89818451883929 40.81500849643914, -73.89818358644557 40.81501055415327, -73.89818272395595 40.81501262903857, -73.89818193018806 40.815014719293025, -73.89818120632708 40.81501682491766, -73.8981805523771 40.81501894321103, -73.8981799695249 40.81502107327362, -73.8981794565865 40.81502321420392, -73.89817901593518 40.81502536420304, -73.89817864757241 40.81502752237046, -73.89817835031701 40.81502968600367, -73.89817812416892 40.81503185510265, -73.8981779715002 40.81503402876905, -73.89817789113098 40.81503620339977, -73.89817788306134 40.81503837899481, -73.89817794610738 40.815040554652654, -73.89817808264371 40.81504272767393, -73.89817829148517 40.81504489805755, -73.89817857145052 40.81504706310103, -73.89817892372523 40.815049222805335, -73.8981793483132 40.815051374469036, -73.89817984402937 40.815053518091105, -73.89818040969386 40.8150556500684, -73.8981810476745 40.81505777220415, -73.8981817556077 40.81505987999367, -73.89818253230672 40.815061974336444, -73.89818337896106 40.815064052532065, -73.89818429557074 40.81506611458048, -73.89818527976924 40.8150681577781, -73.89818633037282 40.815070181223426, -73.89818744975338 40.815072184018035, -73.89818863435636 40.81507416525826, -73.89818925867995 40.81507514284942, -73.89817606253396 40.81507863863431, -73.8981637932027 40.81508372281351, -73.8981527803951 40.81509026060396, -73.8981433195127 40.81509807486895, -73.89799293216291 40.81500597499705, -73.89800218694165 40.814989570715326, -73.8980148069725 40.81497451835498, -73.89803046214745 40.814961212040934, -73.8980487394603 40.81495000079975, -73.8980691607981 40.81494118047129, -73.898091190072 40.81493498110801, -73.8981142462547 40.814931566986594, -73.89813772710089 40.81493102672358, -73.89816101388605 40.8149333741802, -73.89818349629552 40.81493854938484, -73.89820458191153 40.814946414939165, -73.89822371990437 40.81495676504435))",04/09/2020 02:27:32 PM,07/06/2020 12:00:00 AM
Q,Completely Locked,07/06/2020 07:52:04 PM,Q083,Overlook Dog Park / The Barking Lot,Q015-ZN01,Q-05,Jackie Robinson Parkway,,UnderConstruction,The Overlook,Q083-DOGAREA0009,,"POLYGON ((-73.83631846029287 40.71079844104299, -73.83631203286772 40.71080194570314, -73.83630326500918 40.71080193323545, -73.83629826501107 40.71079811425629, -73.83629076442439 40.71079238533605, -73.83628202818221 40.71077998276163, -73.83627941658925 40.71075966799024, -73.83624822192165 40.7107119712054, -73.83620921489957 40.71065830730721, -73.83615846740173 40.71060462578542, -73.8360960356727 40.71052710184726, -73.83609608693537 40.71050625415696, -73.83609611622799 40.710494341319695, -73.83611184466562 40.710464581065324, -73.83615885538721 40.710446778215356, -73.83622154936705 40.71041708478133, -73.83628817260339 40.710381440911895, -73.83640569791244 40.710336933568826, -73.83655067832123 40.71026863933345, -73.83669175953494 40.710194383394345, -73.83685627268787 40.71014100825685, -73.83700899178594 40.71010846304916, -73.83718520972882 40.710069994888, -73.83736143355091 40.7100285484707, -73.837522525519 40.710004394580196, -73.83767625801333 40.71002147175671, -73.83770487717098 40.710043388258356, -73.83769399289964 40.71007667026117, -73.83756074846627 40.710147960491895, -73.83743533191353 40.71021926162289, -73.83724206821522 40.710314352802186, -73.83709447804648 40.71036173701681, -73.83697695315576 40.71040624416241, -73.83683203849853 40.71044773437357, -73.83665566609031 40.710548745063946, -73.8365420187554 40.71060814904111, -73.83645575240733 40.71067354869872, -73.83636948707343 40.71073894829286, -73.83631846029287 40.71079844104299))",04/09/2020 02:17:15 PM,
B,Completely Locked,07/07/2020 12:20:29 PM,B223B,DiMattina Park Dog Run - North,B223B,B-06,Dimattina Playground,,Reopened,,B223B-DOGAREA0033,,"POLYGON ((-74.00242395798611 40.681089737095526, -74.00214062720345 40.68101721079704, -74.00216224624064 40.68096653035232, -74.00217607239266 40.68091429486276, -74.00218192471937 40.680861195929566, -74.0021797240098 40.68080793685701, -74.00216950106095 40.68075522274667, -74.00213194015298 40.680610836792276, -74.00213663378419 40.68057366797844, -74.00242395798611 40.681089737095526))",04/10/2020 10:05:03 AM,07/06/2020 12:00:00 AM
B,Completely Locked,07/07/2020 12:20:14 PM,B130,Greenwood Playground Dog Run,B130,B-07,Greenwood Playground,,Reopened,,B130-DOGAREA0031,,"POLYGON ((-73.97619088044168 40.6494091426036, -73.97619689342973 40.649406640409275, -73.97631639629977 40.64935691418357, -73.97651572018518 40.649282106734, -73.97654144524823 40.64940595206758, -73.9765426232078 40.64941162736988, -73.97633265170596 40.64943106795132, -73.9762394057307 40.64950062181464, -73.97619088044168 40.6494091426036))",04/10/2020 10:07:50 AM,07/07/2020 12:00:00 AM
M,Completely Locked,07/07/2020 12:34:23 PM,M098,Robin Kovary Run for Small Dogs,M098-ZN02,M-02,Washington Square Park,true,Reopened,Washington Square Park Eastern Half,M098-DOGAREA0029,,"POLYGON ((-73.99768480672438 40.7302245932258, -73.99768817791706 40.73022854832676, -73.99769067312 40.730232862712874, -73.99769222723044 40.73023742562043, -73.99769280237226 40.730242119082114, -73.99769238079301 40.73024682242935, -73.99769097433438 40.730251413193336, -73.99768862088028 40.7302557734081, -73.99768635388884 40.73025872612982, -73.99768246749393 40.73026247216692, -73.99767783298432 40.73026568959029, -73.997672575841 40.730268293754605, -73.99766683219816 40.73027021352243, -73.99766075476205 40.73027140026929, -73.99765450570824 40.730271822480645, -73.99764824957926 40.730271467552726, -73.99753769310261 40.73023249573783, -73.99752219677185 40.730227446254425, -73.99750703783421 40.73022183575947, -73.99749225180197 40.730215677761485, -73.99747787182004 40.73020898576896, -73.99746393103317 40.730201775091466, -73.9974504625859 40.73019406283946, -73.99743749725529 40.73018586612358, -73.99742506581828 40.730177205656226, -73.99741319550039 40.730168099448484, -73.99740191471095 40.7301585700138, -73.99739124949156 40.73014863896517, -73.99738122470004 40.73013832881606, -73.99737590634118 40.73013227007391, -73.99737409294443 40.73012945234155, -73.99737269741743 40.730126500442914, -73.99737146293735 40.73012211493843, -73.99737114823613 40.730117636702566, -73.99737176277907 40.73011317649806, -73.99737329117293 40.73010884598768, -73.99737569434961 40.73010475052987, -73.99737891430101 40.7301009936818, -73.99738286934459 40.73009766909443, -73.9973874624095 40.73009485781123, -73.99739257985296 40.73009263006925, -73.99739809264395 40.73009104169697, -73.99740291764498 40.73009023224874, -73.99740784087811 40.73008991357968, -73.99768480672438 40.7302245932258))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/07/2020 02:58:16 PM,M086,Stuyvesant Square Dog Park,M086,M-06,Stuyvesant Square,true,Reopened,,M086-DOGAREA0025,,"POLYGON ((-73.98391986317687 40.73317315010794, -73.98391815655616 40.73318118960606, -73.98391571008291 40.73318911823836, -73.98391253915594 40.73319689638451, -73.98384818481992 40.73329075454036, -73.98367651061976 40.73322127954582, -73.98364645320086 40.73320911572017, -73.98358676925882 40.73318496100422, -73.98365088438172 40.733102181910574, -73.98365636943825 40.7330953586386, -73.98366247591386 40.73308884973185, -73.98366917538944 40.73308268670395, -73.98367643234332 40.73307690016716, -73.98368421243741 40.73307152163418, -73.98369247423267 40.73306657541279, -73.98370117628936 40.733062088512234, -73.98371027480141 40.73305808343901, -73.98371972477975 40.733054579097214, -73.98372947886772 40.73305159439082, -73.98373948615848 40.73304914372073, -73.98374969692946 40.73304723968688, -73.98375535213856 40.733046504769646, -73.98376005909105 40.73304589218753, -73.98377052173848 40.733045107518954, -73.9837810304161 40.73304488927555, -73.9837915330362 40.733045240151455, -73.98380197751257 40.73304615653736, -73.98381230820756 40.733047634823336, -73.98382245158855 40.733050239617825, -73.98383232966853 40.73305337927599, -73.98384189391527 40.733057039382935, -73.98385109579743 40.73306120102129, -73.98385989151959 40.73306584347335, -73.98386823610268 40.73307094422018, -73.98387609048709 40.733076478942664, -73.9838834144305 40.73308241881902, -73.983890171242 40.733088735028026, -73.98389632896615 40.7330953969479, -73.98390185564817 40.7331023712556, -73.98390672643636 40.73310962372832, -73.98391091411175 40.73311711834213, -73.98391440092614 40.73312481727319, -73.98391716794721 40.73313268449862, -73.98391920216268 40.73314067949385, -73.98392049292706 40.733148764435995, -73.98392103551515 40.733156897000605, -73.98392082520061 40.73316503936566, -73.98391986317687 40.73317315010794))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/06/2020 03:17:12 PM,M072,Riverside Park Dog Run (W. 142nd St.),M072-ZN26,M-14,Riverside Park,true,Reopened,Riverside Dr. Pedestrian Zone F,M072-DOGAREA0021,,"POLYGON ((-73.95441012913088 40.82518712812839, -73.9544006396847 40.82519747107082, -73.9543532489656 40.82524968917041, -73.95420167430213 40.825406751142324, -73.95418060691924 40.825428580691444, -73.95416957719786 40.825430766313616, -73.9541583487698 40.825432299896946, -73.95414698921205 40.82543317246332, -73.95413556728525 40.82543337773655, -73.95412415293109 40.825432915744464, -73.95411281490458 40.82543178831535, -73.95410162314192 40.825430003581594, -73.95409472370805 40.82542847449528, -73.95409064402217 40.82542757057459, -73.95406756712218 40.82541869150366, -73.95404490910396 40.82540921466595, -73.95402269485488 40.825399150877615, -73.95400095281785 40.825388511856666, -73.95397970906377 40.8253773111212, -73.95398690366004 40.82537370570638, -73.95398825789947 40.82537304078055, -73.95399056793211 40.82537190797827, -73.95399373820241 40.82536963369082, -73.95399630891333 40.82536695934403, -73.95399819583784 40.82536397225244, -73.95399933370551 40.825360775046605, -73.95399968450931 40.82535747306922, -73.95399923750259 40.82535417887811, -73.9540323664584 40.825338035397124, -73.95406499435455 40.825321312688345, -73.95409710340218 40.82530402065055, -73.95412867581284 40.82528616828203, -73.95415969498387 40.82526776458161, -73.95427139120768 40.8251986274543, -73.9542531547718 40.82518077059735, -73.95426748913094 40.825170444897005, -73.95431969114968 40.82513265197616, -73.95441012913088 40.82518712812839))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
X,Completely Locked,07/06/2020 12:45:09 PM,X020,Fort Independence Playground Dog Run,X020,X-08,Fort Independence Playground,,Reopened,,X020-DOGAREA0008,,"POLYGON ((-73.89464998638444 40.88153523239838, -73.89465228628966 40.88154460766954, -73.89468134417282 40.88154050185317, -73.8946790442637 40.88153112658257, -73.89509968769914 40.881471687601525, -73.89544152789593 40.88142124813261, -73.89545807328957 40.881448911681396, -73.89537338515805 40.88147200177599, -73.89529221657521 40.88150148846097, -73.89521540326052 40.881537068137774, -73.89514373832765 40.88157837323623, -73.89502110195959 40.88164389556726, -73.89489541119255 40.88170881346041, -73.89478233186937 40.88175518007056, -73.8945829172498 40.88182356390081, -73.89445876010431 40.8818658687827, -73.89433766290944 40.88189831689793, -73.89431057690713 40.881902315474456, -73.89423566909264 40.88191337417506, -73.89411878464539 40.8819101639265, -73.89405805354552 40.88189826588913, -73.89401489146725 40.88189159057155, -73.89398860511103 40.88188666507819, -73.89405780056352 40.88186790663129, -73.8940854638026 40.88184936937733, -73.89410870904796 40.88182761692596, -73.894126899409 40.881803247519564, -73.89413953313714 40.88177693246375, -73.89414626264457 40.8817493936323, -73.8941469040163 40.88172138996822, -73.89412594472479 40.881609279892864, -73.89464998638444 40.88153523239838))",04/09/2020 02:30:56 PM,07/06/2020 12:00:00 AM
M,Completely Locked,07/07/2020 12:37:30 PM,M391,East River Esplanade Waterfront Dog Run,M391-ZN01,M-01,East River Waterfront Esplanade,true,Reopened,East River Waterfront Esplanade Zone 1,M391-DOGAREA0045,,"POLYGON ((-74.00589950932688 40.704356568805146, -74.00584035623959 40.70439464635184, -74.00544494002233 40.70464917551764, -74.00543386463774 40.70460926897117, -74.00543156453506 40.70456852093188, -74.00543810132007 40.704528038126114, -74.00545329638938 40.704488925488484, -74.00547673802909 40.704452247439875, -74.00550778614809 40.70441900267318, -74.00554559594262 40.70439009623718, -74.00558913801127 40.704366315222416, -74.00563752966771 40.704348217082234, -74.00568919009616 40.704336461063264, -74.00574269346879 40.704331371416444, -74.00579656542942 40.704333088693254, -74.00584932214 40.70434156614199, -74.00589950932688 40.704356568805146))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
X,Completely Locked,07/06/2020 12:51:27 PM,X118,Soundview Park Dog Run,X118-ZN04,X-09,Soundview Park,true,Reopened,Soundview Park Zone 4,X118-DOGAREA0023,,"POLYGON ((-73.87748385052834 40.81894288786229, -73.87751115977623 40.81892272502546, -73.87754237162991 40.818906150306134, -73.87757667809188 40.818893592380455, -73.8776131907554 40.81888537628281, -73.87765096571387 40.818881713526785, -73.87772545062425 40.81888179253806, -73.87780619945507 40.81888604834254, -73.87783441914505 40.81888965141801, -73.8778418636313 40.818891906045955, -73.87784870784895 40.81889507404225, -73.87785475875138 40.81889906695382, -73.87785984585784 40.81890377203793, -73.87786382598632 40.818909056770046, -73.87786658680297 40.8189147724492, -73.87786805155528 40.81892075870568, -73.8778681790654 40.818926847102915, -73.87786696490896 40.81893286474066, -73.87786444258225 40.81893864416202, -73.87786068587454 40.81894402245498, -73.87785579700343 40.81894884754365, -73.87784991608567 40.8189529845018, -73.8778432080988 40.81895631553881, -73.87783586049545 40.818958748102006, -73.87779674926753 40.818971646803476, -73.8777605485736 40.81898876020304, -73.8777280414046 40.81900972083036, -73.87769992794166 40.8190340737795, -73.8776768160422 40.81906129380818, -73.87765920581565 40.81909079342517, -73.87764427021928 40.81911162498946, -73.8776299095585 40.81912404561696, -73.87761297571933 40.81913442838772, -73.87759396354788 40.819142468557274, -73.87757342584013 40.819147933482775, -73.87755196385908 40.819150662612905, -73.8775302036129 40.819150575567335, -73.87750878043664 40.819147676622805, -73.8774883188516 40.81914204928878, -73.8774694183388 40.81913385719282, -73.8774526284519 40.81912334135253, -73.87743843935914 40.81911080665791, -73.87742726643562 40.81909662095433, -73.87741943607227 40.81908119701742, -73.87742020466308 40.81903845753244, -73.87742185272313 40.819024058531994, -73.87742607357998 40.819009964833604, -73.8774327885128 40.81899644109951, -73.87744189873129 40.81898370784611, -73.87745321881368 40.818972041328365, -73.87748385052834 40.81894288786229))",04/20/2020 10:00:20 AM,07/06/2020 12:00:00 AM
X,Completely Locked,07/07/2020 03:11:27 PM,X045,St. Mary's Park Dog Run,X045-ZN01,X-01,St. Mary's Park,,Reopened,St Mary's Park Zone 1,X045-DOGAREA0014,,"POLYGON ((-73.91221621697598 40.80980571795928, -73.91198721197887 40.80959199110941, -73.91213031908302 40.809503468731, -73.91235932423511 40.80971719529964, -73.91221621697598 40.80980571795928))",04/09/2020 12:34:22 PM,07/07/2020 12:00:00 AM
B,Completely Locked,07/07/2020 12:20:14 PM,B431,Pier 6 Dog Run,B431-ZN06,B-02,Brooklyn Bridge Park,,Reopened,Brooklyn Bridge Park Zone 6,B431-DOGAREA0043,,"POLYGON ((-74.00004416122805 40.692831521200944, -74.00003548326603 40.692831730122954, -74.00001234085032 40.69283023437585, -73.99998986096618 40.69282579034486, -73.99996868840019 40.692818524102364, -73.99994942771302 40.692808645468936, -73.99993263140821 40.69279643630628, -73.99991877981994 40.69278224601487, -73.99990826928153 40.692766480727386, -73.99990140266124 40.692749593403015, -73.9998983739823 40.692732065816976, -73.99989927315575 40.69271440135634, -73.9999040706005 40.69269710430826, -73.99991263262412 40.69268067085475, -73.99992471077539 40.69266557106256, -73.99993996195731 40.69265223807715, -73.99995794724386 40.69264105371454, -73.99997815317607 40.69263233675498, -74.00000000122617 40.69262633844042, -74.00002286436101 40.692623228967015, -74.00004608952001 40.69262309928621, -74.00006901062893 40.692625952099725, -74.00009097226105 40.69263170456105, -74.00011134383375 40.69264019457901, -74.00012954445309 40.692651176315124, -74.00014505119496 40.692664337293074, -74.00015742040087 40.69267930019956, -74.00016629832562 40.69269563549154, -74.00017134541865 40.69271242014445, -74.0001727024645 40.69272960823251, -74.00017033160033 40.692746731489144, -74.00016429789201 40.69276332705044, -74.0001547646021 40.69277894195759, -74.00014199200731 40.69279315296833, -74.00012632556755 40.69280557376116, -74.00010819119416 40.692815867542684, -74.00008808105251 40.69282375425192, -74.00006654291435 40.692829020465865, -74.00004416122805 40.692831521200944))",04/10/2020 10:09:17 AM,07/07/2020 12:00:00 AM
